product_name,is_found,timestamp,product_url,status,notes,price,price_clean
Size 6.5Y W8 - Nike Air Max 90 OG 2015 Infrared,True,2025-08-05 18:33:01,https://www.ebay.com/itm/256729123430?_skw=Nike+Air+Max+90+OG+Infrared&itmmeta=01K1YG5DDDCX63DMGVRNQW0F38&hash=item3bc63f8a66:g:mogAAOSwaTRnRaL-&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1evFT7CMEJur4RWwMzyj8DSi1VVj4%2FDl3RGCYPmO1xzfaHsMXbx4nyEs9NWoE3UH0KPeZiqIIc2qRXpHnj5AxtwhaGanETXzRpB3jxhsCBWOGWYElaqMpkV%2FXd76LQXiTeTfp6P4jiC0rwetPGaORuI%2BIKu5vzmlECFf78su3PqW0axsVVlu%2FAA742fIgF3jyr4ifHM2N9HtmxlYB6dg61LiOr607K0j51GCLnadwjv%2FzH3XkvB6VkAK8Ra3s1%2BxZwyV5mPS9nkg7tv9drk5gzuDrNrPSUGW1odUXtUL2G4bA%3D%3D%7Ctkp%3ABk9SR4bXldCPZg,ok,Product found. Price: $25.00,$25.00,25.0
